"CubeId";"bopcapbalq"
"PublishingDate";"2020-12-18 09:00"

"Date";"D0";"D1";"Value"
"2015-Q4";"NA";"A";"425.27222446"
"2015-Q4";"NA";"K1";"146"
"2015-Q4";"NA";"T4";"21487.08030726"
"2015-Q4";"NA";"T5";"9206.18795539"
"2015-Q4";"NA";"N0";"8713.18802669"
"2015-Q4";"NA";"T55";"-1272.13265053"
"2015-Q4";"NA";"FGB";"-3257.03459376"
"2015-Q4";"NA";"OH0";"0.265"
"2015-Q4";"NA";"US0";"1764.86757922"
"2015-Q4";"NA";"T6";"16654.73794864"
"2015-Q4";"NA";"N1";"-22.57712055"
"2015-Q4";"NA";"T65";"9729.52995619"
"2015-Q4";"NA";"FGK";"9729.52995619"
"2015-Q4";"NA";"OH1";"-6.466"
"2015-Q4";"NA";"US1";"6954.251113"
"2015-Q4";"NA";"UNA";"-4373.84559677"
"2015-Q4";"NA";"T7";"9588.30355967"
"2015-Q4";"NA";"G";
"2015-Q4";"NA";"RIWF";"-14.56576138"
"2015-Q4";"NA";"S1";"32.65645969"
"2015-Q4";"NA";"T8";"9876.65566336"
"2015-Q4";"NA";"W0";"9035.29547077"
"2015-Q4";"NA";"BE";"841.36019259"
"2015-Q4";"NA";"U";"-306.442802"
"2015-Q4";"NP";"T0";"75639.05461133"
"2015-Q4";"NP";"T1";"61071.8753329"
"2015-Q4";"NP";"B0";"45236.81728456"
"2015-Q4";"NP";"RE";"5326.0182475"
"2015-Q4";"NP";"K0";"10509.03980084"
"2015-Q4";"NP";"T2";"-4838.64020165"
"2015-Q4";"NP";"T25";"507.35979835"
"2015-Q4";"NP";"KFR";"1200.5777571"
"2015-Q4";"NP";"LFR";"-693.21795875"
"2015-Q4";"NP";"T3";"-5346"
"2015-Q4";"NP";"A";"-4557"
"2015-Q4";"NP";"K1";"-789"
"2015-Q4";"NP";"T4";"19405.81948008"
"2015-Q4";"NP";"T5";"11156.32083783"
"2015-Q4";"NP";"N0";"5464.26297271"
"2015-Q4";"NP";"T55";"6532.02597299"
"2015-Q4";"NP";"VGB";"13106.28044198"
"2015-Q4";"NP";"VGK";"-6493.15472879"
"2015-Q4";"NP";"OH0";
"2015-Q4";"NP";"US0";"-839.96810787"
"2015-Q4";"NP";"T6";"5843.63976519"
"2015-Q4";"NP";"N1";
"2015-Q4";"NP";"OH1";"8.60261177"
"2015-Q4";"NP";"US1";"5835.03715343"
"2015-Q4";"NP";"UNP";"2405.85887706"
"2015-Q4";"S";"KD";"-3315.63940665"
"2015-Q4";"S";"D0";"-19119.25900711"
"2015-Q4";"S";"P";"5027.35645826"
"2015-Q4";"S";"D2";"-893.30124466"
"2015-Q4";"S";"UI";"2081.26082719"
"2015-Q4";"S";"W1";"9588.30355967"
"2016-Q1";"NA";"T0";"10443.72311487"
"2016-Q1";"NA";"T1";"62098.51102406"
"2016-Q1";"NA";"B0";"34294.49053967"
"2016-Q1";"NA";"RE";"6597.7136186"
"2016-Q1";"NA";"K0";"21206.30686578"
"2016-Q1";"NA";"T2";"644.80848624"
"2016-Q1";"NA";"T25";"-2326.51681458"
"2016-Q1";"NA";"KFR";"-2587.00027249"
"2016-Q1";"NA";"LFR";"260.4834579"
"2016-Q1";"NA";"T3";"2971.32530083"
"2016-Q1";"NA";"A";"3942.32530083"
"2016-Q1";"NA";"K1";"-971"
"2016-Q1";"NA";"T4";"-70506.52642494"
"2016-Q1";"NA";"T5";"-60435.16250077"
"2016-Q1";"NA";"N0";"-14273.36942669"
"2016-Q1";"NA";"T55";"-52113.02405675"
"2016-Q1";"NA";"FGB";"-50256.7361625"
"2016-Q1";"NA";"OH0";"-1.073"
"2016-Q1";"NA";"US0";"5952.30398267"
"2016-Q1";"NA";"T6";"-6176.56513275"
"2016-Q1";"NA";"N1";"-5.62883375"
"2016-Q1";"NA";"T65";"-7783.45183137"
"2016-Q1";"NA";"FGK";"-7783.45183137"
"2016-Q1";"NA";"OH1";"2.029"
"2016-Q1";"NA";"US1";"1610.48653236"
"2016-Q1";"NA";"UNA";"-3894.79879141"
"2016-Q1";"NA";"T7";"18206.93002951"
"2016-Q1";"NA";"G";
"2016-Q1";"NA";"RIWF";"-187.41056859"
"2016-Q1";"NA";"S1";"158.34126641"
"2016-Q1";"NA";"T8";"18218.91694264"
"2016-Q1";"NA";"W0";"12767.73881452"
"2016-Q1";"NA";"BE";"5451.17812812"
"2016-Q1";"NA";"U";"17.08238905"
"2016-Q1";"NP";"T0";"9108.71766804"
"2016-Q1";"NP";"T1";"60192.33667757"
"2016-Q1";"NP";"B0";"26739.14007207"
"2016-Q1";"NP";"RE";"11882.55563586"
"2016-Q1";"NP";"K0";"21570.64096964"
"2016-Q1";"NP";"T2";"4992.35695687"
"2016-Q1";"NP";"T25";"-1669.77122078"
"2016-Q1";"NP";"KFR";"1062.57961136"
"2016-Q1";"NP";"LFR";"-2732.35083214"
"2016-Q1";"NP";"T3";"6662.12817765"
"2016-Q1";"NP";"A";"8617.12817765"
"2016-Q1";"NP";"K1";"-1955"
"2016-Q1";"NP";"T4";"-56075.9759664"
"2016-Q1";"NP";"T5";"-63518.49209493"
"2016-Q1";"NP";"N0";"-18122.3818483"
"2016-Q1";"NP";"T55";"-45903.8189507"
"2016-Q1";"NP";"VGB";"-51385.36409137"
"2016-Q1";"NP";"VGK";"5166.12024293"
"2016-Q1";"NP";"OH0";
"2016-Q1";"NP";"US0";"507.70870407"
"2016-Q1";"NP";"T6";"3682.84163312"
"2016-Q1";"NP";"N1";
"2016-Q1";"NP";"OH1";"63.79123441"
"2016-Q1";"NP";"US1";"3619.05039871"
"2016-Q1";"NP";"UNP";"3759.67449541"
"2016-Q1";"S";"KD";"2309.68539198"
"2016-Q1";"S";"D0";"1906.17434648"
"2016-Q1";"S";"P";"-4347.54847063"
"2016-Q1";"S";"D2";"974.67994516"
"2016-Q1";"S";"UI";"-14430.55045854"
"2016-Q1";"S";"W1";"18206.93002951"
"2016-Q2";"NA";"T0";"74732.957408"
"2016-Q2";"NA";"T1";"28541.12205457"
"2016-Q2";"NA";"B0";"35645.3084402"
"2016-Q2";"NA";"RE";"6597.7136186"
"2016-Q2";"NA";"K0";"-13701.90000423"
"2016-Q2";"NA";"T2";"187.46687628"
"2016-Q2";"NA";"T25";"216.84454723"
"2016-Q2";"NA";"KFR";"-2671.64459501"
"2016-Q2";"NA";"LFR";"2888.48914223"
"2016-Q2";"NA";"T3";"-29.37767095"
"2016-Q2";"NA";"A";"336.62232905"
"2016-Q2";"NA";"K1";"-366"
"2016-Q2";"NA";"T4";"22699.98133206"
"2016-Q2";"NA";"T5";"10070.07777373"
"2016-Q2";"NA";"N0";"7363.49713627"
"2016-Q2";"NA";"T55";"8900.21974333"
"2016-Q2";"NA";"FGB";"8861.3913379"
"2016-Q2";"NA";"OH0";"0.308"
"2016-Q2";"NA";"US0";"-6193.94710587"
"2016-Q2";"NA";"T6";"15194.50579052"
"2016-Q2";"NA";"N1";"-21.92303315"
"2016-Q2";"NA";"T65";"8148.08773268"
"2016-Q2";"NA";"FGK";"8148.08773268"
"2016-Q2";"NA";"OH1";"0.037"
"2016-Q2";"NA";"US1";"7068.30409099"
"2016-Q2";"NA";"UNA";"-2564.60223219"
"2016-Q2";"NA";"T7";"23304.38714509"
"2016-Q2";"NA";"G";
"2016-Q2";"NA";"RIWF";"-28.13226049"
"2016-Q2";"NA";"S1";"-339.56419033"
"2016-Q2";"NA";"T8";"23694.04443329"
"2016-Q2";"NA";"W0";"19689.059208"
"2016-Q2";"NA";"BE";"4004.98522529"
"2016-Q2";"NA";"U";"-21.96083737"
"2016-Q2";"NP";"T0";"76690.78082238"
"2016-Q2";"NP";"T1";"29579.691843"
"2016-Q2";"NP";"B0";"30744.00291721"
"2016-Q2";"NP";"RE";"7630.44763586"
"2016-Q2";"NP";"K0";"-8794.75871008"
"2016-Q2";"NP";"T2";"1883.77083818"
"2016-Q2";"NP";"T25";"-2935.22916182"
"2016-Q2";"NP";"KFR";"-1688.7614777"
"2016-Q2";"NP";"LFR";"-1246.46768412"
"2016-Q2";"NP";"T3";"4819"
"2016-Q2";"NP";"A";"4090"
"2016-Q2";"NP";"K1";"729"
"2016-Q2";"NP";"T4";"45227.3181412"
"2016-Q2";"NP";"T5";"43278.8311626"
"2016-Q2";"NP";"N0";"13158.21474275"
"2016-Q2";"NP";"T55";"29701.93971789"
"2016-Q2";"NP";"VGB";"34218.23071405"
"2016-Q2";"NP";"VGK";"-4901.75028293"
"2016-Q2";"NP";"OH0";
"2016-Q2";"NP";"US0";"418.67670195"
"2016-Q2";"NP";"T6";"-1884.64566118"
"2016-Q2";"NP";"N1";
"2016-Q2";"NP";"OH1";"-146.41394906"
"2016-Q2";"NP";"US1";"-1738.23171212"
"2016-Q2";"NP";"UNP";"3833.13263978"
"2016-Q2";"S";"KD";"-629.29814461"
"2016-Q2";"S";"D0";"-1038.56978843"
"2016-Q2";"S";"P";"-1696.3039619"
"2016-Q2";"S";"D2";"1328.52526976"
"2016-Q2";"S";"UI";"-22527.33680914"
"2016-Q2";"S";"W1";"23304.38714509"
"2016-Q3";"NA";"T0";"95365.0989031"
"2016-Q3";"NA";"T1";"53886.78176551"
"2016-Q3";"NA";"B0";"32558.37906022"
"2016-Q3";"NA";"RE";"6597.7136186"
"2016-Q3";"NA";"K0";"14730.68908668"
"2016-Q3";"NA";"T2";"51.10577364"
"2016-Q3";"NA";"T25";"-684.94712102"
"2016-Q3";"NA";"KFR";"1895.74496952"
"2016-Q3";"NA";"LFR";"-2580.69209053"
"2016-Q3";"NA";"T3";"736.05289466"
"2016-Q3";"NA";"A";"-840.94710534"
"2016-Q3";"NA";"K1";"1577"
"2016-Q3";"NA";"T4";"26902.2297798"
"2016-Q3";"NA";"T5";"25102.8785556"
"2016-Q3";"NA";"N0";"12011.86636314"
"2016-Q3";"NA";"T55";"6723.08799314"
"2016-Q3";"NA";"FGB";"6127.24901621"
"2016-Q3";"NA";"OH0";"-0.5"
"2016-Q3";"NA";"US0";"6368.42419932"
"2016-Q3";"NA";"T6";"5629.74883995"
"2016-Q3";"NA";"N1";"-5.89858532"
"2016-Q3";"NA";"T65";"-4890.27797348"
"2016-Q3";"NA";"FGK";"-4890.27797348"
"2016-Q3";"NA";"OH1";"4.7"
"2016-Q3";"NA";"US1";"10521.22539875"
"2016-Q3";"NA";"UNA";"-3830.39761575"
"2016-Q3";"NA";"T7";"14524.98158415"
"2016-Q3";"NA";"G";
"2016-Q3";"NA";"RIWF";"-13.41487286"
"2016-Q3";"NA";"S1";"-21.7089508"
"2016-Q3";"NA";"T8";"14600.69657231"
"2016-Q3";"NA";"W0";"18726.33738311"
"2016-Q3";"NA";"BE";"-4125.6408108"
"2016-Q3";"NA";"U";"-40.5911645"
"2016-Q3";"NP";"T0";"63425.07351871"
"2016-Q3";"NP";"T1";"42257.59551814"
"2016-Q3";"NP";"B0";"28456.81411726"
"2016-Q3";"NP";"RE";"7925.38463586"
"2016-Q3";"NP";"K0";"5875.39676502"
"2016-Q3";"NP";"T2";"-2785.23215871"
"2016-Q3";"NP";"T25";"657.76784129"
"2016-Q3";"NP";"KFR";"220.47071545"
"2016-Q3";"NP";"LFR";"437.29712584"
"2016-Q3";"NP";"T3";"-3443"
"2016-Q3";"NP";"A";"-2643"
"2016-Q3";"NP";"K1";"-800"
"2016-Q3";"NP";"T4";"23952.71015928"
"2016-Q3";"NP";"T5";"15584.28621988"
"2016-Q3";"NP";"N0";"4412.24398589"
"2016-Q3";"NP";"T55";"11216.99810443"
"2016-Q3";"NP";"VGB";"12134.56925371"
"2016-Q3";"NP";"VGK";"-876.63591532"
"2016-Q3";"NP";"OH0";
"2016-Q3";"NP";"US0";"-44.95587043"
"2016-Q3";"NP";"T6";"4770.81519178"
"2016-Q3";"NP";"N1";
"2016-Q3";"NP";"OH1";"22.75250208"
"2016-Q3";"NP";"US1";"4748.0626897"
"2016-Q3";"NP";"UNP";"3597.60874762"
"2016-Q3";"S";"KD";"33569.70396947"
"2016-Q3";"S";"D0";"11629.18624737"
"2016-Q3";"S";"P";"2836.33793235"
"2016-Q3";"S";"D2";"1629.67858509"
"2016-Q3";"S";"UI";"2949.51962052"
"2016-Q3";"S";"W1";"14524.98158415"
"2016-Q4";"NA";"T0";"70864.70968915"
"2016-Q4";"NA";"T1";"36395.61301085"
"2016-Q4";"NA";"B0";"11996.95850854"
"2016-Q4";"NA";"RE";"6597.7136186"
"2016-Q4";"NA";"K0";"17800.94088371"
"2016-Q4";"NA";"T2";"-1427.48537238"
"2016-Q4";"NA";"T25";"753.18268222"
"2016-Q4";"NA";"KFR";"-177.48335476"
"2016-Q4";"NA";"LFR";"930.66603698"
"2016-Q4";"NA";"T3";"-2180.6680546"
"2016-Q4";"NA";"A";"-4889.6680546"
"2016-Q4";"NA";"K1";"2709"
"2016-Q4";"NA";"T4";"14858.35095405"
"2016-Q4";"NA";"T5";"12989.56496472"
"2016-Q4";"NA";"N0";"12685.29530387"
"2016-Q4";"NA";"T55";"-6730.7478596"
"2016-Q4";"NA";"FGB";"-9424.74958619"
"2016-Q4";"NA";"OH0";"-3.7"
"2016-Q4";"NA";"US0";"7038.71752045"
"2016-Q4";"NA";"T6";"3145.1052754"
"2016-Q4";"NA";"N1";"20.46181319"
"2016-Q4";"NA";"T65";"1035.74229876"
"2016-Q4";"NA";"FGK";"1035.74229876"
"2016-Q4";"NA";"OH1";"-5.9"
"2016-Q4";"NA";"US1";"2094.80116346"
"2016-Q4";"NA";"UNA";"-1276.31928607"
"2016-Q4";"NA";"T7";"21038.23109663"
"2016-Q4";"NA";"G";
"2016-Q4";"NA";"RIWF";"0.3674634"
"2016-Q4";"NA";"S1";"-43.35234108"
"2016-Q4";"NA";"T8";"21014.32148687"
"2016-Q4";"NA";"W0";"15807.14721279"
"2016-Q4";"NA";"BE";"5207.17427408"
"2016-Q4";"NA";"U";"66.89448744"
"2016-Q4";"NP";"T0";"38287.50483519"
"2016-Q4";"NP";"T1";"32746.84658115"
"2016-Q4";"NP";"B0";"13215.38824632"
"2016-Q4";"NP";"RE";"8869.94385241"
"2016-Q4";"NP";"K0";"10661.51448242"
"2016-Q4";"NP";"T2";"-9876.27948168"
"2016-Q4";"NP";"T25";"1152.72051832"
"2016-Q4";"NP";"KFR";"657.12167582"
"2016-Q4";"NP";"LFR";"495.5988425"
"2016-Q4";"NP";"T3";"-11029"
"2016-Q4";"NP";"A";"-8374"
"2016-Q4";"NP";"K1";"-2655"
"2016-Q4";"NP";"T4";"15416.93773572"
"2016-Q4";"NP";"T5";"14480.68312094"
"2016-Q4";"NP";"N0";"16446.03987885"
"2016-Q4";"NP";"T55";"-1537.42184545"
"2016-Q4";"NP";"VGB";"9370.37652747"
"2016-Q4";"NP";"VGK";"-11143.23841393"
"2016-Q4";"NP";"OH0";
"2016-Q4";"NP";"US0";"-427.93491246"
"2016-Q4";"NP";"T6";"-3725.09282175"
"2016-Q4";"NP";"N1";
"2016-Q4";"NP";"OH1";"70.28655787"
"2016-Q4";"NP";"US1";"-3795.37937962"
"2016-Q4";"NP";"UNP";"4661.34743653"
"2016-Q4";"S";"KD";"36401.8202139"
"2016-Q4";"S";"D0";"3648.76642971"
"2016-Q4";"S";"P";"8448.7941093"
"2016-Q4";"S";"D2";"3824.61535993"
"2016-Q4";"S";"UI";"-558.58678167"
"2016-Q4";"S";"W1";"21038.23109663"
"2017-Q1";"NA";"T0";"38482.62898736"
"2017-Q1";"NA";"T1";"29110.09277311"
"2017-Q1";"NA";"B0";"20131.95971182"
"2017-Q1";"NA";"RE";"3806.33057898"
"2017-Q1";"NA";"K0";"5171.80248231"
"2017-Q1";"NA";"T2";"4120.26153324"
"2017-Q1";"NA";"T25";"-1661.23884268"
"2017-Q1";"NA";"KFR";"-2333.28025262"
"2017-Q1";"NA";"LFR";"672.04140993"
"2017-Q1";"NA";"T3";"5781.50037592"
"2017-Q1";"NA";"A";"2177.50037592"
"2017-Q1";"NA";"K1";"3604"
"2017-Q1";"NA";"T4";"-30373.55938325"
"2017-Q1";"NA";"T5";"-33864.03232431"
"2017-Q1";"NA";"N0";"-23384.42038648"
"2017-Q1";"NA";"T55";"-9047.39675824"
"2017-Q1";"NA";"FGB";"-6883.06054972"
"2017-Q1";"NA";"OH0";"406"
"2017-Q1";"NA";"US0";"-1838.21517959"
"2017-Q1";"NA";"T6";"7409.42425749"
"2017-Q1";"NA";"N1";"95.7041383"
"2017-Q1";"NA";"T65";"2062.7329744"
"2017-Q1";"NA";"FGK";"2062.7329744"
"2017-Q1";"NA";"OH1";"2.5"
"2017-Q1";"NA";"US1";"5248.48714479"
"2017-Q1";"NA";"UNA";"-3918.95131643"
"2017-Q1";"NA";"T7";"35625.83406427"
"2017-Q1";"NA";"G";
"2017-Q1";"NA";"RIWF";"-41.55108072"
"2017-Q1";"NA";"S1";"-18.09991185"
"2017-Q1";"NA";"T8";"35763.66890875"
"2017-Q1";"NA";"W0";"26653.83502824"
"2017-Q1";"NA";"BE";"9109.83388051"
"2017-Q1";"NA";"U";"-78.18385192"
"2017-Q1";"NP";"T0";"22740.97488409"
"2017-Q1";"NP";"T1";"36969.84793227"
"2017-Q1";"NP";"B0";"11951.81780143"
"2017-Q1";"NP";"RE";"10316.38172766"
"2017-Q1";"NP";"K0";"14701.64840318"
"2017-Q1";"NP";"T2";"-3175.70234955"
"2017-Q1";"NP";"T25";"1876.29765045"
"2017-Q1";"NP";"KFR";"3073.96320912"
"2017-Q1";"NP";"LFR";"-1197.66555867"
"2017-Q1";"NP";"T3";"-5052"
"2017-Q1";"NP";"A";"-5253"
"2017-Q1";"NP";"K1";"201"
"2017-Q1";"NP";"T4";"-11053.17069864"
"2017-Q1";"NP";"T5";"-16258.66355416"
"2017-Q1";"NP";"N0";"387.09633046"
"2017-Q1";"NP";"T55";"-17955.81855577"
"2017-Q1";"NP";"VGB";"-12089.98851323"
"2017-Q1";"NP";"VGK";"-5989.05824016"
"2017-Q1";"NP";"OH0";
"2017-Q1";"NP";"US0";"1310.05867115"
"2017-Q1";"NP";"T6";"1398.90821185"
"2017-Q1";"NP";"N1";
"2017-Q1";"NP";"OH1";"-435.60438147"
"2017-Q1";"NP";"US1";"1834.51259332"
"2017-Q1";"NP";"UNP";"3806.58464368"
"2017-Q1";"S";"KD";"15551.23527553"
"2017-Q1";"S";"D0";"-7859.75515917"
"2017-Q1";"S";"P";"7295.96388279"
"2017-Q1";"S";"D2";"-190.41882774"
"2017-Q1";"S";"UI";"-19320.38868461"
"2017-Q1";"S";"W1";"35625.83406427"
"2017-Q2";"NA";"T0";"78595.05675898"
"2017-Q2";"NA";"T1";"10109.70248413"
"2017-Q2";"NA";"B0";"18291.83423953"
"2017-Q2";"NA";"RE";"3806.33057898"
"2017-Q2";"NA";"K0";"-11988.46233438"
"2017-Q2";"NA";"T2";"-626.19298465"
"2017-Q2";"NA";"T25";"-1840.78053797"
"2017-Q2";"NA";"KFR";"-2371.39361753"
"2017-Q2";"NA";"LFR";"530.61307956"
"2017-Q2";"NA";"T3";"1214.58755333"
"2017-Q2";"NA";"A";"-2087.41244667"
"2017-Q2";"NA";"K1";"3302"
"2017-Q2";"NA";"T4";"50086.98734467"
"2017-Q2";"NA";"T5";"22872.79118872"
"2017-Q2";"NA";"N0";"3230.60766092"
"2017-Q2";"NA";"T55";"23503.45276967"
"2017-Q2";"NA";"FGB";"22808.31890494"
"2017-Q2";"NA";"OH0";"-405.4"
"2017-Q2";"NA";"US0";"-3455.86924188"
"2017-Q2";"NA";"T6";"30108.32619006"
"2017-Q2";"NA";"N1";"-17.5572099"
"2017-Q2";"NA";"T65";"24169.4001023"
"2017-Q2";"NA";"FGK";"24169.4001023"
"2017-Q2";"NA";"OH1";"4"
"2017-Q2";"NA";"US1";"5952.48329766"
"2017-Q2";"NA";"UNA";"-2894.13003411"
"2017-Q2";"NA";"T7";"19024.55991483"
"2017-Q2";"NA";"G";
"2017-Q2";"NA";"RIWF";"-31.52525832"
"2017-Q2";"NA";"S1";"-22.00712973"
"2017-Q2";"NA";"T8";"19120.58797156"
"2017-Q2";"NA";"W0";"28948.21931481"
"2017-Q2";"NA";"BE";"-9827.63134325"
"2017-Q2";"NA";"U";"-42.49566868"
"2017-Q2";"NP";"T0";"56200.52762601"
"2017-Q2";"NP";"T1";"73858.05055905"
"2017-Q2";"NP";"B0";"42266.09476212"
"2017-Q2";"NP";"RE";"10122.42985376"
"2017-Q2";"NP";"K0";"21469.52594317"
"2017-Q2";"NP";"T2";"-25903.76518938"
"2017-Q2";"NP";"T25";"-1680.76518938"
"2017-Q2";"NP";"KFR";"338.38357449"
"2017-Q2";"NP";"LFR";"-2019.14876387"
"2017-Q2";"NP";"T3";"-24223"
"2017-Q2";"NP";"A";"-24659"
"2017-Q2";"NP";"K1";"436"
"2017-Q2";"NP";"T4";"8246.24225634"
"2017-Q2";"NP";"T5";"15400.38969641"
"2017-Q2";"NP";"N0";"2956.55858833"
"2017-Q2";"NP";"T55";"12312.59222605"
"2017-Q2";"NP";"VGB";"18842.44907487"
"2017-Q2";"NP";"VGK";"-6944.09080621"
"2017-Q2";"NP";"OH0";
"2017-Q2";"NP";"US0";"131.23888203"
"2017-Q2";"NP";"T6";"3305.19388333"
"2017-Q2";"NP";"N1";
"2017-Q2";"NP";"OH1";"2.86456555"
"2017-Q2";"NP";"US1";"3302.32931778"
"2017-Q2";"NP";"UNP";"-10459.34132339"
"2017-Q2";"S";"KD";"20524.82733166"
"2017-Q2";"S";"D0";"-63748.34807492"
"2017-Q2";"S";"P";"25277.57220473"
"2017-Q2";"S";"D2";"-1869.7018013"
"2017-Q2";"S";"UI";"41840.74508833"
"2017-Q2";"S";"W1";"19024.55991483"
"2017-Q3";"NA";"T0";"-27295.98678208"
"2017-Q3";"NA";"T1";"-15429.44722022"
"2017-Q3";"NA";"B0";"-10062.04971837"
"2017-Q3";"NA";"RE";"2009.94516006"
"2017-Q3";"NA";"K0";"-7377.34266191"
"2017-Q3";"NA";"T2";"-2377.0736286"
"2017-Q3";"NA";"T25";"-1550.05873041"
"2017-Q3";"NA";"KFR";"-1549.65205232"
"2017-Q3";"NA";"LFR";"-0.4066781"
"2017-Q3";"NA";"T3";"-827.01489818"
"2017-Q3";"NA";"A";"-2579.01489818"
"2017-Q3";"NA";"K1";"1752"
"2017-Q3";"NA";"T4";"-13260.97376808"
"2017-Q3";"NA";"T5";"-13646.26287337"
"2017-Q3";"NA";"N0";"4383.15958523"
"2017-Q3";"NA";"T55";"-16085.34365742"
"2017-Q3";"NA";"FGB";"-16152.74361948"
"2017-Q3";"NA";"OH0";"-1.8"
"2017-Q3";"NA";"US0";"-1942.27880118"
"2017-Q3";"NA";"T6";"1557.4640839"
"2017-Q3";"NA";"N1";"-4.93393127"
"2017-Q3";"NA";"T65";"1046.76986931"
"2017-Q3";"NA";"FGK";"1046.76986931"
"2017-Q3";"NA";"OH1";"6.86"
"2017-Q3";"NA";"US1";"508.76814586"
"2017-Q3";"NA";"UNA";"-1172.1749786"
"2017-Q3";"NA";"T7";"3771.50783481"
"2017-Q3";"NA";"G";
"2017-Q3";"NA";"RIWF";"-115.49749426"
"2017-Q3";"NA";"S1";"-2.04268079"
"2017-Q3";"NA";"T8";"3911.83362323"
"2017-Q3";"NA";"W0";"1882.84219035"
"2017-Q3";"NA";"BE";"2028.99143288"
"2017-Q3";"NA";"U";"-22.78561337"
"2017-Q3";"NP";"T0";"-28644.40306619"
"2017-Q3";"NP";"T1";"-20085.5849328"
"2017-Q3";"NP";"B0";"-18338.27513924"
"2017-Q3";"NP";"RE";"3947.72960758"
"2017-Q3";"NP";"K0";"-5695.03940114"
"2017-Q3";"NP";"T2";"-6821.46696886"
"2017-Q3";"NP";"T25";"-410.93668934"
"2017-Q3";"NP";"KFR";"-947.2533114"
"2017-Q3";"NP";"LFR";"536.31662206"
"2017-Q3";"NP";"T3";"-6410.53027951"
"2017-Q3";"NP";"A";"-6814.53027951"
"2017-Q3";"NP";"K1";"404"
"2017-Q3";"NP";"T4";"-1737.35116454"
"2017-Q3";"NP";"T5";"-5140.11508437"
"2017-Q3";"NP";"N0";"20660.46761076"
"2017-Q3";"NP";"T55";"-26446.73251535"
"2017-Q3";"NP";"VGB";"-14237.90087369"
"2017-Q3";"NP";"VGK";"-12344.60860605"
"2017-Q3";"NP";"OH0";
"2017-Q3";"NP";"US0";"646.14982021"
"2017-Q3";"NP";"T6";"-1900.88329843"
"2017-Q3";"NP";"N1";
"2017-Q3";"NP";"OH1";"-66.3616144"
"2017-Q3";"NP";"US1";"-1834.52168403"
"2017-Q3";"NP";"UNP";"5303.64721827"
"2017-Q3";"S";"KD";"1197.6540642"
"2017-Q3";"S";"D0";"4656.13771258"
"2017-Q3";"S";"P";"4444.39334026"
"2017-Q3";"S";"D2";"-150.7622199"
"2017-Q3";"S";"UI";"-11523.62260354"
"2017-Q3";"S";"W1";"3771.50783481"
"2017-Q4";"NA";"T0";"33429.84146796"
"2017-Q4";"NA";"T1";"28305.42024483"
"2017-Q4";"NA";"B0";"16064.5435542"
"2017-Q4";"NA";"RE";"3806.33057898"
"2017-Q4";"NA";"K0";"8434.54611164"
"2017-Q4";"NA";"T2";"-12915.54014366"
"2017-Q4";"NA";"T25";"-11203.72945734"
"2017-Q4";"NA";"KFR";"-2605.145942"
"2017-Q4";"NA";"LFR";"-8598.58351533"
"2017-Q4";"NA";"T3";"-1711.81068633"
"2017-Q4";"NA";"A";"-4528.81068633"
"2017-Q4";"NA";"K1";"2817"
"2017-Q4";"NA";"T4";"15101.98646985"
"2017-Q4";"NA";"T5";"-3345.63182118"
"2017-Q4";"NA";"N0";"8533.14242874"
"2017-Q4";"NA";"T55";"-11165.44610046"
"2017-Q4";"NA";"FGB";"-14867.2527345"
"2017-Q4";"NA";"OH0";"-0.3"
"2017-Q4";"NA";"US0";"-713.02814945"
"2017-Q4";"NA";"T6";"9981.63221676"
"2017-Q4";"NA";"N1";"-17.40501746"
"2017-Q4";"NA";"T65";"808.01865819"
"2017-Q4";"NA";"FGK";"808.01865819"
"2017-Q4";"NA";"OH1";"8.69"
"2017-Q4";"NA";"US1";"9182.32857602"
"2017-Q4";"NA";"UNA";"8465.98607427"
"2017-Q4";"NA";"T7";"2937.97489694"
"2017-Q4";"NA";"G";
"2017-Q4";"NA";"RIWF";"-300.17262281"
"2017-Q4";"NA";"S1";"55.73778293"
"2017-Q4";"NA";"T8";"3214.74803151"
"2017-Q4";"NA";"W0";"4523.4730331"
"2017-Q4";"NA";"BE";"-1308.72500159"
"2017-Q4";"NA";"U";"-32.33829469"
"2017-Q4";"NP";"T0";"50750.61546506"
"2017-Q4";"NP";"T1";"51157.80972259"
"2017-Q4";"NP";"B0";"-2861.15858049"
"2017-Q4";"NP";"RE";"9601.363791"
"2017-Q4";"NP";"K0";"44417.60451208"
"2017-Q4";"NP";"T2";"-2179.00187246"
"2017-Q4";"NP";"T25";"836.99812754"
"2017-Q4";"NP";"KFR";"688.92524025"
"2017-Q4";"NP";"LFR";"148.07288729"
"2017-Q4";"NP";"T3";"-3016"
"2017-Q4";"NP";"A";"-1666"
"2017-Q4";"NP";"K1";"-1350"
"2017-Q4";"NP";"T4";"1771.80761493"
"2017-Q4";"NP";"T5";"-10962.15436717"
"2017-Q4";"NP";"N0";"2420.39230598"
"2017-Q4";"NP";"T55";"-12419.65577209"
"2017-Q4";"NP";"VGB";"-2577.50066028"
"2017-Q4";"NP";"VGK";"-10175.46098867"
"2017-Q4";"NP";"OH0";
"2017-Q4";"NP";"US0";"-962.89090105"
"2017-Q4";"NP";"T6";"8245.31496261"
"2017-Q4";"NP";"N1";
"2017-Q4";"NP";"OH1";"-9.9802847"
